pobreza,pobreza_e,pobreza_m,vul_car,vul_ing,npnv,ic_rezedu,ic_asalud,ic_segsoc,ic_cv,ic_sbv,ic_ali,carencias,carencias3,plb,plb_m,rankin_p,rankin_pe,N_pobreza,N_pobreza_e,N_pobreza_m,N_vul_car,N_vul_ing,N_npnv,N_ic_rezedu,N_ic_asalud,N_ic_segsoc,N_ic_cv,N_ic_sbv,N_ic_ali,N_carencias,N_carencias3,N_plb,N_plb_m,perrankin_p,perrankin_pe,cppobreza,cppobreza_e,cppobreza_m,cpvul_car,cpic_rezedu,cpic_asalud,cpic_segsoc,cpic_cv,cpic_sbv,cpic_ali,cpcarencias,cpcarencias3,cpplb,cpplbm,pobtot_05,porc_pob_15_analfa05,porc_pob614_noasiste05,porc_pob15_basicainc05,porc_pob_snservsal05,porc_vivpisotierra05,porc_vivsnsan05,porc_snaguaent05,porc_vivsndren05,porc_vivsnenergia05,porc_vivsnlavadora05,porc_vivsnrefri05,irez_soc05,l_ocupnac05,p_rez_edu_00,p_ser_sal_00,p_viv_pisos_00,p_viv_muros_00,p_viv_techos_00,p_viv_hacin_00,p_viv_agu_entub_00,p_viv_dren_00,p_viv_elect_00,pobreza_alim_00,pobreza_cap_00,pobreza_patrim_00,gdo_rezsoc05
90.31468179,62.28203706,28.03264558,9.685318172,0,3.97E-08,40.13323078,58.32986262,96.15720439,51.28981548,99.05229395,56.16543706,100,96.25142399,90.31468179,64.20253297,212,117,1348,930,419,145,0,0,599,871,1436,766,1479,839,1493,1437,1348,959,2071,1596,4.027770042,4.110933781,3.825495243,3.866975069,4.516814709,4.375666142,4.031737804,4.524201393,4.025267124,4.471914768,4.011278629,4.090739727,4.027770042,4.047646046,1298,36.08924103,4.229607105,78.18659973,98.61325073,76.82118988,15.56291008,59.60264969,99.66887665,14.56954002,97.01986694,94.37085724,1.802600026,131,41.5,99.4,70.3,0.4,3.4,38.2,55.7,99.7,26.2,65.1,69.6,80,Alto
90.67364444,59.51158734,31.16205633,9.220243245,0.00106112,0.105051196,35.2915148,66.54543107,96.46809923,41.88932953,98.46436992,49.2056581,99.89388795,91.30276845,90.67470556,63.41711905,194,156,3617,2374,1243,368,0,4,1408,2654,3848,1671,3928,1963,3985,3642,3617,2530,1670,1142,3.946955919,4.187068462,3.483185768,3.22910738,4.480514526,4.226800442,3.923787832,4.765571117,3.913114786,4.687095165,3.882764101,4.074989796,3.946911573,4.047938347,3873,35.90930176,1.965811968,69.70455933,98.39917755,68.48739624,50.98038864,70.16806793,62.74509811,7.002800941,99.29972076,75.35014343,1.580330968,195,34.8,23.6,80.5,7.4,5.7,46,78.3,96.3,11.8,47.8,66,91.7,Alto
74.43079136,30.60476096,43.82603168,21.66948318,0.526879681,3.372845799,41.33541321,38.15670274,85.57471974,28.39538059,82.68914299,14.11720578,96.10027422,66.44166037,74.95767106,39.40380507,1037,824,1989,818,1171,579,14,90,1104,1020,2287,759,2209,377,2568,1775,2003,1053,1940,1642,3.131783485,3.63547349,2.776047707,2.601325989,3.514836073,3.549106121,3.118871689,3.896710157,3.224580288,4.287476063,3.020475864,3.584247351,3.11067152,3.250062466,2716,32.42454147,2.298851013,64.8899765,89.91163635,45,8.181818008,3.636363983,15.30303001,3.636363983,97.12122345,73.48484802,0.41215989,792,35.5,93.6,50.5,4.9,3.5,26.1,20.2,73.1,1.4,63.1,71.8,86.5,Medio
89.1536178,45.14351492,44.01010275,9.832957387,0.923568103,0.089856709,42.23861901,46.472267,70.75051409,35.50865242,91.1390451,34.69205634,98.98657553,72.47629929,90.07718587,59.75178619,277,421,2330,1180,1150,257,24,2,1104,1214,1849,928,2381,907,2587,1894,2354,1561,1872,1503,3.279662371,3.907241583,2.620675325,2.83793807,3.774643898,4.130349159,3.694295883,4.052461624,3.3534832,4.221137047,3.240855217,3.844450474,3.246015072,3.33470726,2751,15.88729,4.577969074,81.28373718,98.00071716,43.38357925,0.837521017,33.83584976,97.31993103,3.5175879,96.1473999,67.00167847,0.948465288,436,40.3,99,76.1,8.2,3.9,43,33.7,97.2,7.2,84.9,89.6,96.5,Alto
71.5664582,31.5408755,40.02558291,26.16013587,0.445316033,1.828089915,46.15450341,78.42842994,83.9430238,32.4379604,60.90447288,22.10486014,97.72659419,71.6088452,72.01177425,39.07010014,1158,785,386,170,216,141,2,10,249,423,452,175,328,119,527,386,388,211,2286,1955,3.452865601,3.987555981,3.028917074,2.914252758,3.735838652,3.555849075,3.456918478,4.389746666,3.738059282,4.538571358,3.315098047,3.855460644,3.431908369,3.587558508,690,23.34630013,3.448276043,85.60311127,97.39129639,38.67924118,6.603774071,0,38.67924118,2.83018899,86.79244995,45.75471878,0.169166803,1006,54.1,95.5,38.4,2.7,1.6,11,4.9,57.9,3.1,56,62.4,76,Medio
34.65322782,3.475564618,31.1776638,34.19797421,2.359030955,28.78976762,12.13355222,22.90744675,59.45511203,12.22059756,16.6078944,18.12649462,68.85120126,17.74107356,37.01225872,7.794463086,2299,2303,3158,317,2841,3116,215,2623,1106,2087,5418,1114,1513,1652,6274,1617,3373,710,1746,1865,2.267679691,3.905646563,2.085570812,1.839502573,3.018672466,2.708760977,2.17744112,3.587683201,2.918955564,3.355293274,2.05444622,3.712641716,2.12544179,2.57568717,8015,5.835171223,2.873563051,36.27233887,45.25265121,9.890110016,11.28870964,8.741258621,6.493505955,12.53746033,46.35364914,23.97602081,-1.019801021,2046,23.1,67.1,22.5,6.5,1.3,20.3,14.1,40.3,3.7,27.2,34.4,54,Muy bajo
95.01796315,71.03988836,23.97807539,4.982036725,0,1.21E-07,44.46221753,22.53449468,97.71067296,79.93050586,99.42996954,78.36839555,100,96.34839294,95.01796315,72.59420314,29,30,3572,2670,901,187,0,0,1671,847,3673,3005,3738,2946,3759,3622,3572,2729,1676,1078,4.250960827,4.344847679,3.960410833,3.701909542,4.756807327,4.999483109,4.239106655,4.483271599,4.240612507,4.490575314,4.224362373,4.312796593,4.250960827,4.293831348,3713,48.1182785,7.48156023,88.6145401,36.57419968,85.47618866,2.380951881,74.76190186,74.40476227,9.166666985,99.88095093,92.14286041,1.904564977,105,52.2,98.8,89.5,66.6,24.5,68.1,50.7,99.2,20,84.8,90.3,97.1,Muy alto
88.31359105,52.27812269,36.03546917,11.33571938,0.107055018,0.243634544,39.25093996,10.29430451,96.68535742,60.58103009,92.32202573,36.15154444,99.64931043,77.96953955,88.42064607,62.76265873,335,301,2121,1256,866,272,3,6,943,247,2322,1455,2218,868,2394,1873,2124,1508,1911,1472,3.42869997,3.84539175,2.811912298,2.833840132,3.856428385,4.166549206,3.388253689,3.962560415,3.482545376,4.403573513,3.364651442,3.784751654,3.424604177,3.521658421,2617,23.55797958,3.858025074,72.36519623,98.50974274,51.72414017,1.340996027,19.92337036,94.82758331,16.66666985,99.61685944,89.65516663,1.37906599,262,37.9,98.5,89.8,32.6,13.3,55.4,20.7,99.9,29.6,86.4,91,97.2,Alto
86.04103612,47.84116815,38.1998688,13.64173889,0.015861278,0.301363715,55.19111204,91.33518291,94.29358356,50.36918403,85.54151875,16.02633163,99.68277445,93.37883316,86.0568974,50.26775123,436,374,2045,1137,908,324,0,7,1312,2171,2241,1197,2033,381,2369,2220,2046,1195,1923,1520,3.959923744,4.081400871,3.790063143,3.789200783,4.367476463,4.04946804,3.97659111,4.595868111,4.131961346,5.165828705,3.940068007,4.084418297,3.959229946,3.975361109,2485,27.96449089,12.65822983,93.82951355,94.72837067,48.89299011,19.18819046,11.07011032,42.43542099,6.273063183,86.16236115,41.3284111,0.894337177,469,48.6,97.5,59.2,2.4,0.2,30.3,12.8,95.6,4.2,75.7,82.1,92.6,Alto
82.55550604,48.48789193,34.06761289,17.44449437,0,0,30.99892806,96.76904954,88.26335016,42.47526086,97.69743869,35.32236343,100,92.05590315,82.55550604,50.15426892,614,364,255,150,105,54,0,0,96,299,273,131,302,109,309,284,255,155,2313,1967,4.000754833,4.176043987,3.736998558,3.494292974,4.44859314,3.986279011,4.028530598,4.901138783,3.955966711,5.027663708,3.915263891,4.087974072,4.000754833,4.104210854,380,35.36122131,1.162791014,71.48288727,99.47368622,21.62162018,7.207207203,13.51350975,94.59459686,9.009009361,96.39639282,88.28829193,0.750223815,544,34.5,92.3,48.2,0,0,54.2,42.8,92.9,9.3,60.4,65.1,75.9,Alto
57.22195218,16.66799073,40.5539602,40.39873779,0.365428347,2.013881691,20.72460821,87.85530961,88.2523243,38.59355494,36.75177372,11.5940572,97.62068969,58.22178022,57.58738051,24.41487608,1781,1356,136,40,97,96,1,5,49,209,210,92,87,28,232,139,137,58,2333,2030,3.035192013,3.733860254,2.741367817,2.705907583,3.644990206,3.094949245,3.029495955,3.686472893,3.738692999,4.318491459,2.906879902,3.677364111,3.014467716,3.125303984,381,25.08361053,7.017543793,80.26756287,45.66928864,34.40000153,12.80000019,5.599999905,16.79999924,2.400000095,91.19999695,52,-0.162925601,1284,40.6,84.6,53.2,0.6,2.2,11.1,2.8,82.8,0,45.8,53.6,71.3,Bajo
76.60513176,26.93133389,49.67379868,20.13221383,2.131244726,1.131409686,35.18242974,30.42458629,66.35248848,21.62079598,71.64338741,29.24044641,96.73734599,54.5509947,78.73637645,43.88653293,937,956,417,147,271,110,12,6,192,166,362,118,390,159,527,297,429,239,2279,1969,2.710737705,3.510006428,2.273119688,2.321958303,3.052400112,3.248067856,2.81753087,3.440230846,2.946391344,3.595315456,2.630464315,3.438963175,2.637694836,2.743306875,681,26,2.608695984,73.09236908,91.62995911,23.83177948,6.074766159,5.140186787,63.55139923,3.738317966,84.57943726,66.35514069,0.092689797,1069,42.2,94,23,3,2.2,15,37.2,84.5,8.5,52.5,56.7,67.1,Medio
82.22263984,29.72629508,52.49634385,17.77735949,0,6.77E-07,23.30159458,12.60440905,90.8826317,23.73793568,95.14025967,26.66937886,100,55.03037931,82.22263984,48.11169327,629,852,603,218,385,130,0,0,171,92,666,174,697,195,733,403,603,353,2242,1925,2.77718091,3.417650461,2.413022757,2.458807468,3.182263374,3.566157103,2.78453064,3.473259687,2.747107267,3.551119089,2.723362207,3.364140987,2.77718091,2.867666006,661,4.417671204,1.851852059,65.84867096,96.36914063,14.68927002,4.51977396,2.25988698,8.474575996,3.954802036,81.35592651,56.49716949,-0.516693711,1585,27.3,94.1,20.8,1.1,0.5,20.8,4.8,60.4,3.9,67,76.2,91.2,Bajo
86.2915246,50.23339477,36.05813086,13.46407384,0.075382274,0.169019296,39.94163021,56.79002937,93.8713504,32.20467587,96.18085008,30.14408114,99.75559818,84.54974324,86.36690687,56.61050269,423,331,2338,1361,977,365,2,5,1082,1538,2543,872,2606,817,2702,2290,2340,1534,1869,1428,3.551590681,3.875682831,3.082275391,3.14445591,4.045486927,3.868333817,3.555955172,4.465222359,3.554720879,4.524205208,3.499879837,3.791634321,3.548579693,3.66115427,2394,28.20685005,3.519999981,77.3126297,97.41018677,37.89279175,4.066544056,42.5138588,93.900177,3.881700993,80.22180939,56.37707901,0.813217819,511,36.4,72.6,44,10.3,2,34.2,32.5,96.4,5.8,59.8,66.5,82.1,Alto
84.26061223,49.61977633,34.64083672,13.32942396,0.424651988,1.985311881,45.13077521,53.41670991,92.53395486,68.43991427,54.54809247,32.75351065,97.59003564,76.11092275,84.68526424,54.86819994,540,343,12444,7328,5116,1968,63,293,6665,7889,13665,10107,8056,4837,14412,11240,12506,8103,935,478,3.706733704,4.212453842,2.973928928,2.587053537,4.203766823,3.962657213,3.655074596,4.11209631,4.231782913,4.807591438,3.553876638,4.09553194,3.688343525,3.976653337,16899,39.10364151,11.49596977,75.57102203,87.51997375,66.11485291,22.91773987,26.1510601,23.27988052,8.79461956,82.10035706,54.52664185,1.200088978,326,49.4,87.3,59.8,20.8,8.1,48.7,24.7,38.6,11.1,52.2,61.7,80.6,Alto
90.43202577,60.15957343,30.27245104,9.567974508,0,0,38.41812647,74.13600392,98.18569917,42.30759348,96.852141,31.91632646,100,93.85530987,90.43202577,63.80160019,203,147,10130,6739,3391,1072,0,0,4304,8305,10999,4739,10849,3575,11202,10514,10130,7147,1083,515,3.833333254,3.969218969,3.552180052,3.678420067,4.30841732,4.044120312,3.829617739,4.5134058,3.853962898,4.732923508,3.818158865,3.940318584,3.833333254,3.855137348,9857,21.87235069,8.609539032,79.93036652,97.80866241,68.37523651,17.64990044,14.65184021,38.05609131,11.94390965,96.76014709,81.91488647,1.153499961,348,36.2,77,66.2,3.5,3.6,40.8,23.3,92.2,11,69.7,77.6,93,Alto
93.11713044,63.89036396,29.22676504,6.882869452,0,1.05E-07,43.73155575,40.95004308,94.69931857,40.53051513,99.62863653,76.50875857,100,94.52129485,93.11713044,65.99914311,81,94,4579,3141,1437,338,0,0,2150,2014,4656,1993,4899,3762,4917,4648,4579,3245,1560,982,4.003757954,4.144046307,3.687002182,3.356039524,4.434818745,4.474433899,4.02799654,4.689850807,3.965889692,4.257158279,3.960488319,4.08545351,4.003757954,4.074921131,3978,36.02848816,3.007519007,81.76074219,98.69281006,70.36081696,5.025773048,13.14433002,86.34020996,10.18041039,99.22680664,93.68556976,1.572559953,198,49,98.3,77,3.5,1.2,43.1,6.8,99.6,14.5,71,75.9,86.3,Alto
88.90858338,62.1213563,26.78722739,11.09141633,0,2.89E-07,34.53970155,94.08535482,96.19370734,43.53589007,100,48.58947877,100,99.58046193,88.90858338,62.22211561,296,121,1062,742,320,133,0,0,413,1124,1150,520,1195,581,1195,1190,1062,744,2123,1675,4.192050457,4.223361492,4.115742683,3.951149702,4.7744627,4.202311039,4.186006069,4.946129799,4.169441223,4.857294559,4.169441223,4.179959774,4.192050457,4.219660282,1179,21.9676609,4.332129955,76.14555359,99.4910965,55.40069962,10.80138969,65.15679169,95.47038269,35.19163895,98.95469666,96.86411285,1.744796038,144,39,98.7,73.5,2.3,0.9,49.4,67,99.1,55.5,76,81.4,91.6,Alto
75.88194016,37.68501911,38.19692135,23.07588458,0.165744743,0.876430515,45.09256299,95.1794711,92.62427087,17.95007802,82.48074726,12.43110996,98.95782492,84.91195469,76.0476849,41.4784128,972,600,911,452,458,277,2,11,541,1142,1111,215,990,149,1187,1019,913,498,2159,1795,3.574682236,3.82335043,3.323484898,3.208963156,4.202511787,3.571825504,3.557593107,4.869680405,3.728423834,5.061552048,3.493995905,3.77255106,3.567160606,3.650791883,1130,30.15134048,1.657459021,80.98016357,95.92920685,28.60759926,6.582277775,0.506329119,5.569620132,4.050632954,94.68354797,53.41772079,-0.186352998,1301,55.9,96.7,64.4,0.6,1.6,8,0.4,14.1,0,62.3,71.2,87.7,Bajo
59.00636226,6.026059011,52.98030376,38.74548972,0.332992291,1.915155724,15.79615766,12.37973464,90.07305692,21.28051629,41.54431352,9.163398178,97.75185106,19.92229195,59.33935455,19.18893985,1697,2080,300,31,269,197,2,10,80,63,458,108,211,47,497,101,301,97,2306,2036,2.000016689,3.418888569,1.835810065,1.868487716,2.480705261,2.597331047,1.960464716,2.808406353,2.628811836,3.716203928,1.946123481,3.427529335,1.989380956,2.149769306,244,9.090909004,2.77777791,81.28341675,96.31147766,7.594936848,2.531646013,2.531646013,16.45569992,3.797467947,67.08860779,54.43038177,-0.434804201,1519,23.4,88.1,22.3,1.5,0.3,11.9,4.7,39.5,4.2,35.9,46.6,71.8,Bajo
85.91471108,45.99665132,39.91805911,11.76156774,1.021217462,1.302503701,40.78587482,65.02781593,80.20382893,32.66212731,84.29069242,35.66665109,97.67627895,77.14302621,86.93592857,54.79085138,445,404,4780,2559,2221,654,57,72,2269,3618,4463,1817,4690,1984,5435,4292,4837,3049,1537,1098,3.565158844,4.056453705,2.98998332,2.729511738,3.976093769,3.987809896,3.782553196,4.497236252,3.670147657,4.513879299,3.46693182,3.978598118,3.523317814,3.641578674,5165,26.62829018,3.480474949,73.54464722,95.52758789,13.92712975,35.95141983,33.5222702,37.32793045,8.987854004,91.17408752,73.36032104,0.714113772,565,42.8,67.5,21.6,13.7,0.6,41.9,57.8,82.2,9.4,53.4,61.9,82.4,Alto
92.3304017,50.89949418,41.43090844,7.543667406,0.029601893,0.096329005,49.28557779,31.69326401,98.63350182,48.06956931,77.9820156,42.05304874,99.87406931,79.30185434,92.36000359,59.84692676,109,321,11238,6195,5043,918,4,12,5999,3858,12006,5851,9492,5119,12157,9653,11242,7285,1003,570,3.51840353,3.988288879,2.935335875,3.038899183,4.049692154,4.109083176,3.488173008,4.306140423,3.814901352,4.396938324,3.481554031,3.926620483,3.51728344,3.663141966,9487,29.14719009,10.47877026,87.40106964,98.26078033,44.99018097,8.055009842,20.38310051,45.97249985,8.840864182,93.90962982,74.80354309,1.160087943,344,42.5,98.2,60.2,17.4,3.2,41.2,31.3,92,11.8,77.5,84.1,94.3,Alto
60.0907788,24.53851001,35.55226922,35.83167493,0.473922305,3.603623807,25.49931008,52.62550329,75.05835934,33.72496952,84.16192791,21.47503456,95.92245231,64.2792342,60.5647011,28.97475833,1659,1056,844,345,500,503,7,51,358,739,1055,474,1182,302,1348,903,851,407,2177,1845,3.389737368,3.90268898,3.033366919,2.440719366,3.815792799,3.726952076,3.465714216,3.954674721,3.217470169,4.385747433,3.049808502,3.795961857,3.365260124,3.572299719,1093,8.386277199,4.6875,61.89257813,71.63770294,8.677685738,4.958677769,36.36363983,33.88430023,2.479338884,44.62810135,28.51239967,-0.512436628,1582,28.8,71,19.9,7.2,2.6,18.2,52.7,77.7,0.8,42.8,50.7,71.3,Bajo
85.2505564,48.93706793,36.31348908,14.60208148,0.002947246,0.144414883,33.09435813,19.08674631,92.2186384,53.90375093,99.79561757,56.67126313,99.8526377,83.28880254,85.25350364,55.54697189,483,355,3520,2021,1499,603,0,6,1366,788,3808,2226,4121,2340,4123,3439,3520,2294,1688,1243,3.613963127,3.90314126,3.211580992,3.173850775,4.111492157,4.618113041,3.622626305,4.122828484,3.55439806,4.129724503,3.552939415,3.872559786,3.613837481,3.676547766,3676,19.44566917,1.402372956,75.33039856,97.98695374,68.53147125,10.72261047,39.27738953,99.76689911,49.88344955,99.76689911,97.66899872,1.77994895,136,35,98.9,90.7,1,10.2,38.6,50.3,99.9,58.5,67.8,72.2,82.1,Alto
91.91435472,67.60837022,24.30598438,7.245814055,0.14860509,0.691226125,46.07248462,52.06770055,95.6484841,56.1979252,86.70651497,51.85252108,99.16016859,88.19873539,92.06295981,72.343358,131,55,19344,14229,5115,1525,31,145,9696,10958,20130,11827,18248,10913,20869,18562,19376,15225,639,211,3.987736702,4.250322819,3.237698793,2.98937273,4.436575413,4.316331387,3.972837925,4.556566715,4.125462055,4.604725838,3.918364048,4.194628239,3.981344938,4.090401649,25395,36.15945053,12.62835026,83.21311951,94.76669312,52.71287155,6.217822075,63.50495148,50.99010086,10.23762035,96.27722931,75.40593719,1.77520299,139,45.6,93.6,67.7,16.2,0.8,64.6,69.8,84.2,21,81.8,86.8,94.7,Alto
78.82541966,37.34098255,41.48443639,20.50776929,0.14308173,0.523729343,26.28305938,53.6852768,92.59486894,27.69044374,94.46281865,24.634528,99.33318966,75.652577,78.9685014,44.94983024,805,610,6162,2919,3243,1603,11,41,2055,4197,7238,2165,7384,1926,7765,5914,6173,3514,1392,1025,3.319727421,3.744548321,2.928189278,2.781025171,4.051725388,3.679561615,3.291676044,4.298544407,3.294328451,4.329716682,3.214947462,3.662046909,3.313863039,3.433376074,6221,13.3695097,5.301380157,66.4078064,66.69345856,24.52687073,6.131718159,46.47993851,86.97956085,6.888720989,85.08705902,53.29296112,0.444795698,754,30,93,45.7,11.7,0.6,31.7,60.6,95.1,7,69.1,76.1,88.9,Medio
91.75142794,64.64988567,27.10154355,8.04900378,0.046190366,0.15337792,34.09629008,64.69252602,93.68831037,27.73317878,95.95556265,38.19559178,99.80043135,88.27544114,91.7976183,69.17430392,138,87,8691,6124,2567,762,4,15,3230,6128,8874,2627,9089,3618,9453,8361,8695,6552,1185,579,3.625377655,3.84169507,3.09870553,2.666574717,4.090544224,3.847283125,3.641411066,4.399947166,3.612323761,4.36940527,3.550700665,3.791627407,3.623565435,3.712488413,11642,26.93534088,2.805546999,73.59812927,95.00086212,78.52900696,2.101416111,22.43033028,93.74143219,10.64412975,96.6651535,72.45317841,1.218605042,315,36,96.6,78.2,2.5,3.9,32.5,31.1,99.1,13.6,93.2,95.4,98.3,Alto
82.53086036,42.06570835,40.46515226,17.21372902,0.012770497,0.242640125,34.0971476,4.300742578,95.3530679,54.72401228,97.99194341,40.95156068,99.74459004,75.9545308,82.54363086,51.52975819,616,493,3046,1553,1494,635,0,9,1259,159,3519,2020,3617,1512,3682,2803,3047,1902,1758,1372,3.349126577,3.758741856,2.915865898,2.924869537,3.803161144,3.740045786,3.322383404,3.91157937,3.31570816,4.130068302,3.282568693,3.707573175,3.348642588,3.436634779,3170,17.13039017,9.288299561,76.07025146,99.27443695,52,3.846153975,57.23077011,96.30769348,27.69231033,97.69230652,95.2307663,1.68285799,163,28.8,71,93.9,15.2,6.1,61.8,66.6,99.6,39.1,77.9,85.2,96.3,Alto
69.5396163,26.10069329,43.43892336,26.44253969,1.104658004,2.913185954,37.66012507,78.31247237,78.89078034,34.1839721,39.65631571,13.99792162,95.98215574,59.43097524,70.64427426,37.55810491,1242,988,213,80,133,81,3,9,115,240,241,105,121,43,294,182,216,115,2319,2010,3.084203005,3.784510374,2.658306837,2.533261299,3.184390306,3.236672401,3.173041344,3.726152897,3.762677431,4.722097397,2.945355654,3.684673548,3.037515163,3.165158987,371,20.50359917,1.923076987,77.18630981,91.1051178,41.59999847,4.800000191,0,4,0.800000012,81.59999847,42.40000153,-0.422592312,1503,45.7,93.8,49,0.5,0,11.6,6,26.9,1.4,53.2,59.1,74.6,Bajo
94.93611436,71.27808723,23.65802675,4.807161912,0,0.256723724,49.59322481,18.68055392,95.49028826,65.2942837,91.45538283,46.80987491,99.74327618,87.18220635,94.93611436,79.07247743,32,29,1598,1200,398,81,0,4,835,314,1607,1099,1539,788,1679,1467,1598,1331,2010,1493,3.715066433,4.008532524,2.79681325,2.998700142,3.969245672,4.483673573,3.737092733,4.18268013,3.840032578,4.481817722,3.682690382,3.965301991,3.715066433,3.78916049,1968,37.03057098,6.118546963,86.37554932,99.64431,72.18225098,3.83693099,27.09832001,83.45323944,31.65468025,98.80095673,93.525177,2.016645908,84,49.7,88.9,85.4,51.9,8.5,61,46.7,99,42.3,74,80.3,91.7,Muy alto
74.01907816,30.8178196,43.20125878,24.58352,0.385060068,1.012341771,27.27011299,35.1298587,83.9473158,36.32202393,88.51006818,35.37185218,98.60259872,69.58868227,74.40413823,38.68451235,1062,813,674,281,394,224,4,9,248,320,765,331,806,322,898,634,678,352,2226,1888,3.222361088,3.771918774,2.823923588,2.752196074,3.921829224,3.667871714,3.268097162,3.961702585,3.277831554,3.994403124,3.108956814,3.704754353,3.206588745,3.349295139,673,8.559498787,2.400000095,70.02097321,63.44725037,26.82926941,5.48780489,0.609756112,12.80488014,2.439023972,88.41462708,73.17073059,-0.0077688,1156,30.5,90.8,31,6.3,1.3,26.3,6,87.3,1.2,62.3,70.5,85.5,Medio
83.06238637,42.62673588,40.43565094,13.61412853,0.622425508,2.701059543,35.68254579,76.64121537,88.91116323,35.85868437,56.72891183,31.95754696,96.67651493,74.49795809,83.68481189,50.47926736,590,482,6263,3214,3049,1027,47,204,2690,5779,6704,2704,4277,2410,7289,5617,6310,3806,1379,969,3.471946001,3.959615231,2.952835321,2.700291872,3.908245802,3.604266882,3.491698503,4.304112434,3.864882469,4.561441422,3.369795322,3.860185385,3.446308851,3.623762369,6874,20.08702087,4.885056973,74.48005676,92.49344635,15.97904015,21.7419796,21.1525898,15.25868034,10.80550003,77.99607086,64.17812347,0.518947005,704,38.8,94,30.2,14.2,2.7,58.3,22.9,41.9,13,46.9,56,76.6,Medio
88.63775346,50.96978678,37.66796589,11.29982919,0.048013096,0.014404254,57.04655809,10.48214557,91.42055105,38.0422835,84.0129249,30.88310866,99.93758291,74.34795031,88.68576656,63.33288896,307,320,870,500,370,111,0,0,560,103,897,373,824,303,980,729,870,621,2169,1768,3.188025475,3.685565948,2.493189573,2.588893414,3.389278173,4.204626083,3.195135832,3.941171885,3.345575094,4.117153645,3.120823622,3.604802847,3.186311722,3.317755938,1251,45.37607956,7.327586174,87.08074188,92.56594849,66.14907074,5.900620937,15.83850956,69.8757782,9.937888145,97.51553345,87.57763672,1.428436041,247,54.7,94,74.1,11.2,13.1,36.4,26,81.6,3.1,74.7,79.9,89.7,Alto
69.01434417,25.06557031,43.94877255,22.28415012,0.902307499,7.799198478,36.05884015,44.66832894,84.08034208,33.85340453,42.54888652,31.26556944,91.29849403,55.74398693,69.91665164,35.20700288,1261,1032,5652,2053,3599,1825,74,639,2953,3658,6885,2772,3484,2560,7476,4565,5725,2883,1439,1234,3.095939159,3.973617792,2.591017008,2.599741936,3.565387249,3.565405846,3.117917538,4.109157562,3.915114164,4.338310719,2.984445333,3.914389133,3.056593657,3.286142588,9050,20.20116997,2.985074997,65.84208679,85.25966644,15.8137598,14.93288994,12.75168037,10.57046986,7.340603828,65.68791962,47.44128036,-0.070951201,1206,37.9,86,20.4,9.7,1.8,36.4,17.6,26.8,8.7,50.3,59.9,78.7,Bajo
70.89767752,27.68868454,43.20899248,27.39162147,0.424632523,1.286068466,34.96482734,75.43756561,85.19718668,15.63566424,78.40840062,29.02040115,98.2892988,74.71980264,71.32231005,33.91127422,1189,930,760,297,463,294,5,14,375,809,913,168,841,311,1054,801,765,364,2198,1878,3.331468582,3.75171423,3.058494568,2.992437601,3.801840067,3.481629848,3.343940973,4.094274521,3.491669416,4.117385387,3.2421031,3.688770294,3.311885118,3.409325123,881,14.62263966,8.074534416,74.79541779,76.84449768,40.16392899,3.278687954,40.57376862,79.91802979,3.688524008,87.70491791,76.22950745,0.591955185,645,41.7,64.7,38.8,0.7,0.2,13.3,38.3,91.6,10.4,55.2,62.8,79.8,Medio
57.56652903,14.04751361,43.51901412,32.65098631,0.974736083,8.807748556,13.89973485,43.41954228,64.28509492,17.66492561,73.86669186,15.45848964,90.21751483,44.21826774,58.54126512,19.59675088,1763,1480,2044,499,1545,1159,35,313,494,1542,2283,627,2623,549,3204,1570,2079,696,1924,1769,2.812212229,3.801032305,2.49410224,2.042476416,3.880395174,3.373862505,3.048365593,4.103386402,2.658574581,4.370890617,2.533814907,3.651696682,2.766470194,3.187656641,1920,8.134327888,7.082152843,55.33440018,79.89584351,22.87582016,6.100217819,52.06972122,43.35512161,8.714596748,52.28757858,24.40086937,-0.171002194,1291,26,81.2,26.8,5.7,1.8,21.7,51.7,78.2,10.1,44.9,53.5,72.4,Bajo
92.84170751,69.56324142,23.27846587,7.15829283,0,0,31.11268899,93.41832367,98.62167426,58.17050405,100,40.6492261,100,99.71504525,92.84170751,69.77454203,93,38,2421,1814,607,187,0,0,811,2436,2572,1517,2608,1060,2608,2601,2421,1820,1851,1297,4.223817348,4.244952202,4.161134243,4.167272568,4.883834362,4.268329144,4.224085331,4.761970043,4.219724178,5.025218964,4.219724178,4.226067543,4.223817348,4.238131046,2240,33.60390091,2.551019907,75.32572937,98.6607132,79.6875,2.083333015,84.11459351,96.61459351,7.291666985,99.21875,90.36459351,1.850329041,119,39.3,98.5,89.4,48.7,2.4,61.4,84.4,99.9,11.8,76.4,81,89.9,Alto
