pobreza,pobreza_e,pobreza_m,vul_car,vul_ing,npnv,ic_rezedu,ic_asalud,ic_segsoc,ic_cv,ic_sbv,ic_ali,carencias,carencias3,plb,plb_m,rankin_p,rankin_pe,N_pobreza,N_pobreza_e,N_pobreza_m,N_vul_car,N_vul_ing,N_npnv,N_ic_rezedu,N_ic_asalud,N_ic_segsoc,N_ic_cv,N_ic_sbv,N_ic_ali,N_carencias,N_carencias3,N_plb,N_plb_m,perrankin_p,perrankin_pe,cppobreza,cppobreza_e,cppobreza_m,cpvul_car,cpic_rezedu,cpic_asalud,cpic_segsoc,cpic_cv,cpic_sbv,cpic_ali,cpcarencias,cpcarencias3,cpplb,cpplbm,pobtot_05,porc_pob_15_analfa05,porc_pob614_noasiste05,porc_pob15_basicainc05,porc_pob_snservsal05,porc_vivpisotierra05,porc_vivsnsan05,porc_snaguaent05,porc_vivsndren05,porc_vivsnenergia05,porc_vivsnlavadora05,porc_vivsnrefri05,irez_soc05,l_ocupnac05,p_rez_edu_00,p_ser_sal_00,p_viv_pisos_00,p_viv_muros_00,p_viv_techos_00,p_viv_hacin_00,p_viv_agu_entub_00,p_viv_dren_00,p_viv_elect_00,pobreza_alim_00,pobreza_cap_00,pobreza_patrim_00,gdo_rezsoc05
69.65498041,17.21090855,52.44407058,27.87598372,0.866087433,1.602948457,21.70336746,29.01004383,91.16306846,5.56614372,44.35275982,43.10469931,97.53096531,45.86694069,70.52106786,29.19236879,1238,1328,3609,892,2717,1444,45,83,1124,1503,4723,288,2298,2233,5053,2376,3654,1512,1673,1616,2.514948606,3.468262434,2.205502033,2.1383636,3.17342329,3.167480707,2.437041998,3.956533432,3.148869038,3.277191401,2.408466816,3.417640686,2.484761,2.702165365,4309,6.507509232,6.06343317,69.49284363,75.2842865,10.1538496,44.82051086,8.20512867,49.23077011,5.435896873,50.56409836,26.56410027,-0.290228993,1378,32.8,82.1,16.7,0.2,3.4,11.5,7.6,69.4,8.8,35.7,45.4,68.2,Bajo
55.76104874,9.909943454,45.85110545,26.62690878,8.014844358,9.59719792,22.66189887,25.80454014,59.72294415,9.92642971,20.29636556,25.83241377,82.38795871,23.62111828,63.77589277,29.07530973,1835,1772,17740,3153,14588,8471,2550,3053,7210,8210,19001,3158,6457,8219,26212,7515,20290,9250,696,979,2.084534883,3.437901497,1.794551611,1.800188541,2.502522707,2.671801329,2.109932423,3.277517796,2.899790287,2.826123953,1.993550897,3.386066198,1.824854732,2.021286249,31616,5.644739151,5.391331196,61.66786957,71.6219635,7.932275772,19.29076004,7.199039936,21.0771904,3.172909975,36.27516174,17.81096077,-0.782794297,1827,27.7,65.4,9.7,0.2,2.9,13.6,8.4,37.3,2.8,18,23.7,41.5,Muy bajo
42.18645528,5.060933365,37.1255219,21.57019377,9.890849888,26.35250092,13.45364976,27.56955568,50.89903991,7.420425363,4.690370372,17.46843935,63.75664893,14.89977354,52.07730535,14.93594564,2165,2164,241325,28951,212374,123391,56580,150748,76961,157710,291164,42448,26831,99927,364715,85233,297905,85440,23,52,2.002323389,3.431053877,1.808343291,1.718083024,2.275943279,2.498822927,2.066663742,2.879544497,2.989970684,2.775789022,1.905706763,3.331310749,1.625151634,2.044552565,526659,2.698925018,3.238650084,38.93458176,41.13364029,5.454030037,6.853952885,2.854960918,6.036674976,4.361964226,30.22117043,12.30010986,-1.410230041,2330,15.9,42.4,8.4,0.8,4.2,9.6,3.6,11.5,1.7,17.8,25.3,48.8,Muy bajo
71.45229474,17.97114682,53.48114967,25.00803471,2.000712603,1.538957935,30.09665191,34.28369581,80.08561406,8.032283063,43.72823039,23.71670626,96.46032947,40.65912665,73.45300743,38.07576426,1162,1279,11214,2820,8393,3925,314,242,4723,5380,12569,1261,6863,3722,15138,6381,11528,5976,1004,1045,2.331549168,3.440783262,1.962645054,2.135541916,2.893042326,3.103815317,2.405534983,3.610430241,2.931562424,3.10212183,2.280141354,3.38830781,2.269055128,2.410323143,9569,8.126590729,6.91515398,72.44750977,70.57164001,7.710063934,31.62512016,11.77285004,38.36565018,3.277931929,39.93535995,21.19113922,-0.431168795,1517,35.4,78.3,12.6,0.2,1.1,11.6,9.1,65.9,2.1,38.3,46.9,69.2,Bajo
38.80470584,5.552392309,33.25231373,20.55529505,13.99487406,26.64512396,17.30535834,28.32186974,40.07530219,9.045010239,5.017817035,18.11317487,59.36000059,16.4827904,52.79958028,14.57166786,2226,2129,122292,17498,104794,64779,44104,83971,54537,89256,126296,28505,15813,57083,187071,51945,166396,45922,62,153,2.115980625,3.384452581,1.904546738,1.739734888,2.0703578,2.636801004,2.325268269,2.816411018,2.759747744,2.733943701,1.985824347,3.331528187,1.557831526,2.043700933,304515,2.869215012,4.368749142,43.02299881,27.67056084,6.431966782,6.22130394,0.98174262,5.817533016,2.873656034,19.74017906,7.490682125,-1.466110945,2354,17.1,27.6,8.2,2,3,9.9,2.3,16.9,0.5,8.2,13.8,36.1,Muy bajo
66.75359225,13.69494466,53.05864811,20.70015669,5.938374624,6.607876718,19.50572337,53.58538739,76.67056557,11.93431094,15.20156177,24.81148547,87.45374886,31.77373259,72.69196682,33.91166826,1352,1502,18174,3729,14446,5636,1617,1799,5311,14589,20874,3249,4139,6755,23810,8651,19791,9233,679,875,2.342986584,3.489298344,2.039193869,2.166963816,2.786664963,2.794873238,2.416275501,3.579119205,3.278185606,3.266664505,2.306465387,3.507430553,2.152168274,2.306776285,32058,4.625824928,6.234375,57.17815018,75.67845917,6.011279106,12.72751045,3.89643693,12.26609039,2.012305021,23.57088089,13.66316032,-1.052855015,2074,25.8,67.9,8.2,0.1,1.2,7.7,5.8,30.2,1.5,15.3,20.4,37,Muy bajo
68.44852712,18.24630428,50.20222068,25.88715553,2.616951801,3.047365509,31.5250665,44.33174073,73.65686468,13.97240393,66.38670742,24.75979016,94.33568365,51.25043617,71.06547894,28.77356914,1284,1267,7724,2059,5665,2921,295,344,3557,5002,8311,1577,7491,2794,10645,5783,8019,3247,1254,1231,2.778809547,3.834391832,2.399229288,2.471801519,3.246055841,3.454190731,3.008748055,4.07352066,3.037793159,4.078543663,2.699218035,3.648690701,2.676455736,2.996484995,10224,15.45133972,8.941176414,76.68286896,67.41001892,22.87233925,21.69453049,48.29027176,59.91640854,17.13525963,77.0136795,65.12158203,0.653803229,601,42.2,54.4,25.9,0.4,3.5,22.7,43.2,88.1,37.8,23.4,29.2,48,Alto
60.83448326,6.959055744,53.87542844,31.91902339,1.922036894,5.324456468,21.96360339,19.52368995,81.21234805,4.850603351,23.19604631,18.15991008,92.75350666,20.62773976,62.75652016,22.57649433,1625,2006,2745,314,2431,1440,87,240,991,881,3664,219,1047,819,4185,931,2832,1019,1805,1868,1.891318679,3.431872368,1.695375323,1.691524744,2.349003553,2.683986187,1.878252983,3.410497427,2.812884092,2.929470778,1.821022272,3.324975729,1.834900141,2.060229778,4208,5.36867094,4.013761997,61.90475845,63.90208817,4.851751804,16.89127922,13.56694031,20.39533043,3.414196014,30.45821953,12.75831032,-1.070534945,2093,28.9,84.9,7.2,0,2.2,8.6,18.8,32.4,4.8,21.9,28.4,47.8,Muy bajo
61.09166203,6.278663294,54.81299758,32.50547051,3.104955703,3.297911584,29.28516169,24.54864231,70.89406974,8.189407263,24.76952535,14.53720279,93.5971332,20.48806847,64.19661771,24.92180408,1612,2055,3192,328,2864,1698,162,172,1530,1283,3704,428,1294,760,4890,1071,3354,1302,1738,1857,1.877886295,3.456626654,1.702572942,1.765199542,2.352830887,2.582991362,1.957104683,2.9988029,2.643393755,2.821085691,1.840056419,3.335689545,1.7886976,1.908264756,4824,5.128931999,5.595238209,71.49359894,80.24461365,6.145675182,16.31259918,2.73141098,16.08498001,2.883156061,33.76327896,10.92564011,-0.997811973,2028,34.4,75.2,7.7,0.1,2.6,8.5,7.5,47,2.3,17.7,23.9,43.3,Muy bajo
46.57870556,6.661422943,39.91728127,21.64726108,11.26522794,20.50880492,16.75660957,26.65798052,52.3051555,10.23604822,5.892724026,20.89357675,68.22596648,17.33058042,57.8439337,19.45715948,2087,2028,67677,9679,57999,31453,16368,29799,24347,38733,75998,14873,8562,30358,99130,25181,84046,28271,151,351,2.060289145,3.56289196,1.810282707,1.699419141,2.384812117,2.601743698,2.124812126,3.026604176,3.389001131,2.801044941,1.945624232,3.424280882,1.660797238,2.052683115,129191,4.411231995,4.327600002,47.15839005,38.06380081,5.965307236,8.606991768,1.790915966,10.10990047,2.171610117,22.78866959,8.570577621,-1.284301996,2250,21.1,42.2,9.7,0.8,1.3,15.3,5.4,25.1,1.2,12.9,19.9,43.3,Muy bajo
55.64516378,15.06725508,40.57790935,27.71326303,7.847571373,8.79400149,24.92499337,35.32142184,62.72654878,9.721707728,32.95170869,31.32071268,83.35842734,35.4005873,63.49273541,31.39247425,1838,1419,11386,3083,8303,5670,1606,1799,5100,7227,12834,1989,6742,6409,17056,7243,12991,6423,991,993,2.501372337,3.606282949,2.092175484,2.087251425,2.665308714,3.004953623,2.628088474,3.572029114,3.133826017,3.303103209,2.362893581,3.522524357,2.195435524,2.40272522,22940,7.860380173,6.684885979,64.1493988,52.70270157,10.30257034,11.77709961,7.679049969,17.67522049,2.56606698,30.00765991,12.23668957,-0.830975115,1886,30,54.2,12.5,0.7,1.1,13,8.9,43.7,2.8,16.9,22.3,40,Muy bajo
90.83275904,57.97288498,32.85987377,8.387138695,0.216934946,0.563167315,33.82239279,37.17877835,94.9617057,55.47591135,84.7807455,39.25344106,99.21989752,75.75753359,91.04969399,71.1888686,185,183,29587,18884,10703,2732,71,183,11017,12110,30932,18070,27616,12786,32319,24677,29658,23188,415,132,3.557054758,4.115927696,2.554338694,2.627711058,4.154055119,4.216249466,3.544971704,4.274904728,3.792467356,4.558788776,3.481892109,4.052937508,3.548679829,3.669718504,30069,32.46578979,14.09370041,78.25845337,85.27719879,52.56938934,47.03675842,69.91748047,73.14328766,59.48986816,91.97299194,87.43435669,2.43750906,32,45.6,87.5,59.3,7.7,24.3,42,71.3,88.1,72.9,69,75.5,88.2,Muy alto
58.71246924,11.41979182,47.29267657,27.68837512,4.759223759,8.839932084,24.30722995,28.99877132,73.57207703,7.133082414,13.39423931,22.0029842,86.40084465,24.78067896,63.47169302,29.99514642,1709,1671,7077,1376,5700,3337,574,1065,2930,3495,8868,860,1614,2652,10414,2987,7650,3615,1308,1422,2.061642647,3.477783442,1.721624374,1.748132467,2.460872889,2.721071005,2.066692591,3.524217129,3.305236816,3.215144634,1.960726023,3.416491747,1.908415318,2.129496813,12166,6.992067814,3.907203913,62.14311981,71.30526733,9.355932236,16.44067955,3.050848007,16.64406967,4.271185875,33.32202911,16.64406967,-0.90050149,1941,29.9,74.6,11.5,0,0.2,12.3,4.2,29.1,3.4,21,28.3,49.8,Muy bajo
63.80629713,10.95631314,52.84998417,25.45544207,3.451201692,7.287058979,22.25559601,40.63030679,78.10701394,9.972027562,18.74227332,20.23973538,89.26173783,29.15575679,67.25749867,28.00301995,1492,1696,12958,2225,10733,5170,701,1480,4520,8252,15863,2025,3806,4110,18128,5921,13659,5687,898,1186,2.194217443,3.557488441,1.915517926,1.955778718,2.713050604,2.729197741,2.200760365,3.717984915,3.318911552,3.380029202,2.127977371,3.456430197,2.082659483,2.274802208,17318,5.481670856,5.598340988,63.14165878,70.07160187,15.2035799,17.51000023,5.271829128,20.52248001,3.130147934,46.12850189,23.95858002,-0.730833173,1781,29.9,72.8,17.5,0.4,2.8,13,6.8,41.3,2.5,27,33.9,52.9,Muy bajo
61.8485186,8.667724243,53.18079591,27.06012428,3.565439209,7.525917888,20.83151051,26.69843215,77.72310088,6.143358726,24.39504291,19.70236625,88.90864303,24.07962569,65.41395771,25.26678613,1584,1868,5693,798,4895,2491,328,693,1918,2458,7154,565,2246,1814,8184,2217,6021,2326,1433,1652,2.055649519,3.532851219,1.817491293,1.784325838,2.60285306,2.833734035,2.055580854,3.387022257,2.920289755,3.32065773,1.973866701,3.452765942,1.944127083,2.134211063,9222,7.077064991,4.707883835,58.23448181,64.91000366,5.998390198,11.51368999,10.7890501,18.84057999,6.803543091,32.24637985,15.49919987,-1.042456985,2063,27.2,49.1,8,0.3,2.9,8.5,13.7,31,7.7,13.8,17.5,30.2,Muy bajo
59.46334081,9.985132902,49.47820902,30.26940823,2.62341518,7.643835992,24.5378336,25.70141022,72.93018192,8.037698268,50.25161696,8.235982514,89.73274933,31.20313673,62.08675601,24.1738277,1682,1767,6439,1081,5358,3278,284,828,2657,2783,7898,870,5442,892,9717,3379,6723,2618,1364,1538,2.166298866,3.285012245,1.942004561,2.008539438,2.755377293,2.927579641,2.266299963,2.958240032,2.484934092,3.373675346,2.113996506,3.24461031,2.075147152,2.224381685,10501,4.591836929,5.132275105,63.68832016,64.60337067,4.264099121,17.22834015,5.398900032,15.74965954,5.123795986,33.2874794,11.34801006,-1.116333008,2137,29.2,72.2,7.6,0,3.4,9.5,9.4,41.3,3.3,15.3,20.2,36.4,Muy bajo
88.08159706,38.44069067,49.64090586,10.91106534,0.631257053,0.376080559,29.96872485,37.63180594,91.35905146,31.95001533,69.93740913,22.80263401,98.99266268,59.4820222,88.71285409,59.79448835,347,579,6419,2801,3617,795,46,27,2184,2742,6657,2328,5096,1662,7214,4334,6465,4357,1365,1052,2.921247959,3.768344164,2.257964373,2.371276379,3.594965219,3.670069456,2.934734821,3.903205633,3.308391333,4.176920414,2.86536026,3.693427086,2.900757313,3.01950407,4543,12.3094101,11.13043022,80.93818665,74.90644836,53.67728043,43.24917984,37.43138885,50.93304062,15.14818954,84.63227081,76.72886658,1.097830057,372,40.9,96,60.1,0.4,7.1,33.3,34.6,87.9,54.7,63.3,70.5,84.7,Alto
62.84507967,8.619755777,54.22532558,22.56896347,7.458028942,7.127927989,22.49259818,22.79838605,65.07235828,6.320028528,16.35227368,23.20202973,85.41404346,20.08450897,70.30310831,30.5528416,1534,1874,7122,977,6145,2558,845,808,2549,2584,7374,716,1853,2629,9679,2276,7967,3462,1304,1577,1.884548664,3.387061834,1.647218585,1.667551875,2.337803841,2.698070765,1.990690589,2.949015141,2.797764778,2.64041996,1.829180121,3.348450661,1.685448647,1.86729157,11886,5.645359039,3.721128941,58.38578033,75.94650269,7.205093861,20.40884972,6.132708073,22.85523033,2.312331915,31.0991993,15.98525047,-1.011232972,2040,30.5,61.9,10.7,0.1,1,9.9,8.4,44.4,1.1,15.9,21.3,38.6,Muy bajo
65.10263883,11.1527061,53.94993424,27.3178339,3.412070498,4.167456925,20.59573529,27.47578187,65.69291165,5.450544254,44.50998064,24.13606381,92.4204716,30.73292928,68.51470929,29.17958578,1430,1686,6474,1109,5365,2716,339,414,2048,2732,6533,542,4426,2400,9190,3056,6813,2902,1362,1532,2.080967903,3.353070498,1.819463491,1.913821936,2.607935905,2.971545458,2.228956699,3.397609949,2.514037371,2.891866207,2.03267765,3.308171034,1.977858901,2.138812065,9891,6.842184067,4.247696877,58.59011078,59.8928299,10.48252964,17.97005081,44.84193039,15.05823994,3.61896801,45.59067917,21.46422958,-0.705075622,1762,27,57.8,10.7,0.2,0.4,14.2,34.5,36.6,3.3,18.7,24,41.2,Muy bajo
64.47327906,8.959981827,55.51329851,25.39871037,4.161579907,5.96643053,22.54294502,27.78755811,77.60255841,6.08798843,13.05437811,21.84740487,89.8719897,21.77702997,68.63485904,29.66607663,1463,1851,16022,2227,13796,6312,1034,1483,5602,6905,19285,1513,3244,5429,22334,5412,17056,7372,762,1185,1.929483414,3.38868475,1.695264578,1.752235413,2.492969513,2.570696831,1.950339675,3.434607029,2.928053856,2.920782566,1.87959373,3.323829651,1.813177109,1.986926556,23466,5.605548859,5.694262028,63.47380829,77.50788116,9.570241928,13.57890987,1.787649035,16.39580917,1.679306984,40.77283859,21.72263908,-0.852447212,1906,28.5,80.4,10.3,0.2,0.6,8.4,2.3,32.7,1.1,23.5,30.5,51.1,Muy bajo
74.76397024,24.59448463,50.16948581,13.11013103,6.56336695,5.562531948,20.16750292,24.68993241,70.39392421,25.97363305,53.43723914,24.10689496,87.87410116,35.44330317,81.32733736,47.52921462,1016,1054,41395,13617,27778,7259,3634,3080,11166,13670,38976,14381,29587,13348,48654,19624,45029,26316,281,227,2.610154152,4.149131298,1.857590675,1.786496878,3.194592714,3.872605085,2.760467529,3.944547653,3.061416388,4.226984501,2.489574671,3.964618683,2.400570869,2.849586725,47104,8.482224464,5.132803917,60.80693817,61.10308838,25.21183968,24.01925087,29.48007011,41.63615036,13.30683041,66.68061829,55.60205078,0.172718197,1003,26.7,45.1,31.6,1.2,15.7,30.4,20.5,61.1,24.4,49.8,59.2,79.8,Medio
52.30309038,5.513439215,46.78965211,23.41648787,10.29938161,13.98103982,21.66430809,5.278252022,52.4132985,8.332603104,17.13312067,20.89737879,75.71957884,14.07539981,62.60247183,23.50494986,1945,2130,6214,655,5559,2782,1224,1661,2574,627,6227,990,2036,2483,8996,1672,7438,2793,1387,1706,1.733971357,3.370933294,1.543036103,1.49400878,2.089796782,2.682074547,1.791652083,2.880864143,2.548028231,2.528327465,1.660323024,3.329698086,1.449373007,1.680310607,11231,5.247735977,3.55054307,57.94493103,57.27896118,7.285017014,14.45738029,2.853924036,14.79533958,2.891475916,39.01615143,14.00675964,-1.061889052,2085,27,76.6,8.2,0.2,3.2,15.6,6.9,37.2,2.2,25.6,32.5,51.2,Muy bajo
67.04011776,17.43571728,49.60440099,27.15057433,1.319273282,4.490034655,29.71705676,22.24353582,81.27903808,7.406217751,44.89529357,40.46703704,94.19069335,42.44598056,68.35939106,29.95632386,1343,1316,2556,665,1891,1035,50,171,1133,848,3099,282,1712,1543,3591,1618,2607,1142,1826,1704,2.542860031,3.658252001,2.153981447,2.049695015,2.936143875,3.380413532,2.510815382,4.357724667,3.235892773,3.376585007,2.399474621,3.541295767,2.495080709,2.780705929,3726,6.412157059,8.688783646,74.99067688,74.71819305,13.96916962,27.16762924,19.36416054,29.57611084,9.248555183,43.44894028,21.57995987,-0.461427808,1545,40,66.1,17.2,0.1,2.1,9.1,25.2,43.9,9.2,19.5,25.3,43.7,Bajo
83.66406192,32.0133811,51.65067911,13.35290819,1.576799899,1.406230032,25.29472714,25.41361734,83.34978104,26.87846713,71.31605063,21.68469692,97.01697064,51.71969995,85.24086179,51.59185686,560,768,20536,7858,12678,3278,387,345,6209,6238,20459,6598,17505,5323,23814,12695,20923,12664,607,450,2.696842909,3.639303446,2.108884335,2.060905218,3.300256968,3.465432882,2.798594475,3.635586023,2.979987383,3.931495667,2.61745286,3.556184769,2.647233009,2.858849049,19303,7.936645985,4.783504963,67.26196289,73.19069672,32.69887924,26.69594955,54.31917953,64.95851898,9.541239738,79.42899323,67.56954956,0.607093513,633,31.6,62.4,37.1,1.8,10.3,29,29.9,87.6,38.4,47.2,53.2,69,Alto
75.96438829,21.83555829,54.12883162,22.24782556,0.595891988,1.191894151,31.30869977,33.08598669,85.77524891,9.6021209,46.9456923,27.79426007,98.21221367,45.13545864,76.56028027,40.92225668,967,1138,6945,1996,4949,2034,54,109,2863,3025,7842,878,4292,2541,8980,4127,7000,3742,1319,1247,2.451281548,3.481643915,2.038936615,2.168035984,2.991608381,3.0286057,2.463698387,3.736499548,3.063247681,3.389123201,2.387809038,3.413959026,2.432585955,2.585990667,5858,11.42321968,4.922851086,71.22399139,68.58997345,19.49404907,20.83333015,38.69047928,42.70832825,12.35118961,43.52679062,33.77975845,-0.1005271,1234,37.5,87.3,22.6,0.4,0.8,21.5,43.3,67,15.3,44.1,52.1,70.8,Bajo
64.48130478,10.53834978,53.94295454,26.75046921,3.034883738,5.733342096,22.29078762,21.80150944,79.08326133,11.26455224,19.30544234,19.23610216,91.2317738,24.25509379,67.51618845,28.36885639,1462,1721,7930,1296,6634,3290,373,705,2741,2681,9726,1385,2374,2366,11220,2983,8303,3489,1238,1452,1.975462914,3.431250811,1.694537282,1.706429124,2.472487211,2.616604805,1.960716724,3.113201141,2.956747055,3.100165129,1.896068096,3.324282169,1.887670994,2.153414249,10634,5.430997849,4.869410992,66.11920929,55.15327835,8.352849007,27.51755905,4.410616875,27.79079056,3.356753111,47.85324097,18.30600929,-0.807904422,1856,32.3,70.2,12,0.1,1.8,14,14.6,65.5,3.9,25.2,32.2,52.3,Muy bajo
65.04835913,13.47641271,51.57194734,29.25501168,2.376760729,3.319868445,25.18702472,30.56037895,83.85476837,4.614299179,32.73506234,18.33182452,94.30337038,32.71215317,67.4251199,31.41642497,1435,1516,1804,374,1431,812,66,92,699,848,2326,128,908,509,2616,907,1870,871,1972,1831,2.13615346,3.319394112,1.830278158,1.933132172,2.67975378,2.842514753,2.140011072,3.681952477,2.834590435,3.121845007,2.070799351,3.267271042,2.061968803,2.252996683,2013,9.513108253,7.093822002,70.30896759,50.32289886,4.21686697,8.835341454,1.004016042,10.24096012,2.610441923,27.10843086,15.46185017,-1.017843962,2043,34.1,91.2,7.1,0.3,0.4,6.6,7.3,20.9,2.4,26,34.9,60.1,Muy bajo
68.44009156,10.79996694,57.64012337,26.83578134,2.42315568,2.300971374,26.89166922,24.14992817,82.0018461,5.262240671,22.36017854,20.03575471,95.27587228,24.94951014,70.86324729,33.62494633,1286,1703,1538,243,1295,603,54,52,604,543,1843,118,502,450,2141,561,1592,756,2023,1911,1.954829097,3.532864332,1.663659453,1.759012938,2.485851288,2.910967827,1.973568201,3.458568811,2.903368473,3.116168261,1.896614671,3.381042719,1.888708353,2.068194866,1486,5.692599773,13.10344982,65.84205627,42.05921936,11.19402981,17.16418076,10.94526958,15.6716404,4.228856087,33.58208847,18.40796089,-0.814513981,1870,32.1,85.7,13.9,0.3,2.6,9.8,9.4,32.4,5.1,26.6,34.2,55.5,Muy bajo
73.47383563,11.19603245,62.27780581,22.31419384,1.841022447,2.370948158,24.20366769,33.98507045,88.13328218,8.103238151,26.61193114,12.51606882,95.78802886,28.50380733,75.31485803,33.92646336,1080,1683,5176,789,4387,1572,130,167,1705,2394,6209,571,1875,882,6748,2008,5306,2390,1483,1656,2.041707754,3.441342831,1.792527676,1.949627519,2.756373644,2.747292995,2.04246068,3.518281698,3.029048681,3.594968557,2.020641327,3.378739119,1.991859198,2.07811904,6457,6.281991005,4.044631004,63.88235092,67.616539,15.70977974,16.84543037,1.955836058,15.58360004,1.892743945,38.48580933,18.92744064,-0.912096798,1955,30.7,89.9,18.3,0.1,3.3,12,10.2,36.6,2.3,30.6,38.4,58.8,Muy bajo
64.27853315,14.9893574,49.28917587,21.25821561,5.454143137,9.009107947,23.03615372,30.86202533,75.50211411,17.94700465,29.82765979,25.23240568,85.53674941,33.61393645,69.73267623,30.50203739,1469,1426,28544,6656,21888,9440,2422,4001,10230,13705,33528,7970,13246,11205,37984,14927,30966,13545,429,520,2.474054098,3.967704773,2.019966125,2.032223701,3.165813684,3.27627182,2.454046488,3.851140976,3.678308964,3.893260002,2.36632061,3.818861485,2.281516314,2.647475243,41539,5.795774937,6.460802078,61.89809036,68.29244995,10.34757996,15.13183975,17.63883018,17.03955078,4.914103031,40.78105927,18.27807045,-0.746109426,1793,28.7,68.2,14.4,0.2,4,12.9,19.3,32.7,9.6,27.9,36.4,59.2,Muy bajo
74.02117059,13.93506498,60.08610725,20.34372985,1.781751029,3.853348643,24.62721715,26.4952837,83.853609,11.88486396,35.03201028,20.36364316,94.36489998,30.89824934,75.80292165,38.60421689,1061,1488,4753,895,3858,1306,114,247,1581,1701,5384,763,2249,1308,6059,1984,4867,2479,1539,1615,2.177649498,3.640178204,1.839363694,2.015706062,2.886885643,3.105608702,2.191568136,3.700447083,3.014388323,3.414611578,2.143346071,3.515912294,2.126753807,2.249615192,6928,8.771929741,5.321219921,62.18357849,66.77250671,18.69671059,21.43726921,10.47502995,30.75518036,11.08403969,52.61875916,31.12058067,-0.427683204,1510,31.2,74,21.6,0.2,6.1,15.8,12,48.3,15.2,30.9,37.5,56.5,Bajo
82.0832546,35.91828675,46.16496861,16.67355597,0.494840043,0.7483494,30.60965404,24.20581442,91.51499304,41.73336545,80.68674611,26.86338509,98.75681102,65.13145564,82.57809463,50.71737086,638,648,26015,11384,14632,5285,157,237,9701,7672,29005,13227,25573,8514,31300,20643,26172,16074,468,297,3.061893702,3.744996309,2.521379709,2.622438192,3.693742514,3.994985104,3.065607309,3.841622591,3.301765919,4.03228426,2.993352652,3.684486628,3.043984652,3.155715227,25888,15.01146984,11.45769024,79.64292908,84.87329865,65.88670349,44.80706024,82.38916016,62.13053894,17.36453056,85.59113312,74.03530121,1.624099016,178,40.3,96,75.9,1.4,14.4,39.9,67.8,85.4,45.2,61.3,68.6,83.9,Alto
70.58131539,18.25380776,52.32750773,23.06465507,2.410780452,3.943249211,29.19646568,17.43975703,86.00785529,14.15082979,41.43559019,25.82135732,93.64597008,36.96150781,72.9920959,35.55665546,1199,1265,8439,2182,6256,2758,288,471,3491,2085,10283,1692,4954,3087,11196,4419,8727,4251,1201,1196,2.395617008,3.7532866,1.923721433,1.939067602,3.05290103,3.348498583,2.333553553,4.052913189,3.335192442,3.789433479,2.285756111,3.652207613,2.316789389,2.590357065,11605,9.353157997,11.14046955,74.83045197,64.15338135,17.02478981,23.47108078,27.63636017,33.7190094,12.95868015,57.68595123,34.74380112,-0.106732801,1239,39,83.6,23.5,1.1,3.3,13.8,32.2,49,24.6,28.3,34.1,51.3,Bajo
50.81693746,6.145034082,44.67190206,24.73618537,9.689861536,14.7570163,21.95266611,21.22720035,49.20648835,8.452968385,25.3055395,17.46380404,75.55312351,18.66074465,60.50679893,19.68248026,1990,2066,12735,1540,11195,6199,2428,3698,5501,5320,12331,2118,6342,4376,18934,4676,15163,4932,910,1375,1.987494946,3.47382164,1.783925414,1.724440575,2.122730732,2.698741436,2.185004711,3.00291729,2.486046553,2.806630135,1.900764108,3.383514166,1.670413494,1.943850875,19882,5.587798119,3.73904109,55.06182098,35.62015915,10.9094696,8.063518524,4.681376934,16.5188694,2.969683886,30.04743004,13.50794029,-1.181671977,2192,26.5,40.6,14.9,0.1,1.3,10.3,13.6,58.4,2.2,13,17.6,33.9,Muy bajo
78.68821641,28.97332188,49.7148931,19.85080987,0.46457178,0.996401906,26.52930008,43.52813412,91.42965665,22.89277715,67.38631507,18.35404388,98.53902569,57.5621391,79.1527882,45.63610065,814,875,7623,2807,4816,1923,45,97,2570,4217,8858,2218,6528,1778,9546,5577,7668,4421,1266,1049,2.806122303,3.562021017,2.366542816,2.472748041,3.456462622,3.188680887,2.797204018,3.815202951,3.169882298,3.96747613,2.74125123,3.503511429,2.79027009,2.904402494,7984,12.13243008,11.31497955,75.43280792,79.59668732,56.72618866,35.35713959,56.60713959,47.85713959,42.73809052,78.92857361,70.7142868,1.325804949,278,38.4,83.8,66,1,4.7,23.3,13.5,80.5,16.6,50.8,57.4,73.5,Alto
62.62833759,11.62687017,51.00146532,22.2128734,6.098287925,9.060501307,16.86963474,61.98653913,76.7599384,7.024977189,21.49957768,13.65815409,84.84121124,32.02674059,68.7266257,27.77565873,1547,1655,13015,2416,10599,4616,1267,1883,3506,12882,15952,1460,4468,2838,17632,6656,14283,5772,893,1135,2.379038811,3.720002174,2.078098536,2.167208433,2.876145124,2.701142073,2.385624409,4.078265667,3.489830732,3.75248313,2.331400156,3.434073448,2.167836666,2.412307739,20614,4.070604801,4.441260815,54.5626297,72.188797,9.766243935,8.775753021,1.802693963,13.64896965,2.020601988,35.0435791,16.97702026,-1.039286017,2057,24.2,65.2,11.9,0.4,1.8,8.6,3.8,23.6,1.2,16,20.7,36.1,Muy bajo
